year,series,commodity,value,unit,source,method
2019,real_price_metals,nickel,38.49,index_1900=100,jacks2019,observed
2020,real_price_metals,nickel,37.68,index_1900=100,jacks2019,observed
2021,real_price_metals,nickel,48.2,index_1900=100,jacks2019,observed
2022,real_price_metals,nickel,62.51,index_1900=100,jacks2019,observed
2023,real_price_metals,nickel,49.97,index_1900=100,jacks2019,observed
2024,real_price_metals,nickel,37.91,index_1900=100,jacks2019,observed
2025,real_price_metals,nickel,33.31,index_1900=100,jacks2019,observed
1850,real_price_metals,steel,58.31,index_1900=100,jacks2019,observed
1851,real_price_metals,steel,60.08,index_1900=100,jacks2019,observed
1852,real_price_metals,steel,62.09,index_1900=100,jacks2019,observed
1853,real_price_metals,steel,67.44,index_1900=100,jacks2019,observed
1854,real_price_metals,steel,63.7,index_1900=100,jacks2019,observed
1855,real_price_metals,steel,44.28,index_1900=100,jacks2019,observed
1856,real_price_metals,steel,43.51,index_1900=100,jacks2019,observed
1857,real_price_metals,steel,42.27,index_1900=100,jacks2019,observed
1858,real_price_metals,steel,44.82,index_1900=100,jacks2019,observed
1859,real_price_metals,steel,44.37,index_1900=100,jacks2019,observed
1860,real_price_metals,steel,44.37,index_1900=100,jacks2019,observed
1861,real_price_metals,steel,43.26,index_1900=100,jacks2019,observed
1862,real_price_metals,steel,43.07,index_1900=100,jacks2019,observed
1863,real_price_metals,steel,53.0,index_1900=100,jacks2019,observed
1864,real_price_metals,steel,53.89,index_1900=100,jacks2019,observed
1865,real_price_metals,steel,45.86,index_1900=100,jacks2019,observed
1866,real_price_metals,steel,52.29,index_1900=100,jacks2019,observed
1867,real_price_metals,steel,56.12,index_1900=100,jacks2019,observed
1868,real_price_metals,steel,52.65,index_1900=100,jacks2019,observed
1869,real_price_metals,steel,51.42,index_1900=100,jacks2019,observed
1870,real_price_metals,steel,50.28,index_1900=100,jacks2019,observed
1871,real_price_metals,steel,48.56,index_1900=100,jacks2019,observed
1872,real_price_metals,steel,48.3,index_1900=100,jacks2019,observed
1873,real_price_metals,steel,52.4,index_1900=100,jacks2019,observed
1874,real_price_metals,steel,53.71,index_1900=100,jacks2019,observed
1875,real_price_metals,steel,53.75,index_1900=100,jacks2019,observed
1876,real_price_metals,steel,55.05,index_1900=100,jacks2019,observed
1877,real_price_metals,steel,56.35,index_1900=100,jacks2019,observed
1878,real_price_metals,steel,59.14,index_1900=100,jacks2019,observed
1879,real_price_metals,steel,56.83,index_1900=100,jacks2019,observed
1880,real_price_metals,steel,50.05,index_1900=100,jacks2019,observed
1881,real_price_metals,steel,50.5,index_1900=100,jacks2019,observed
1882,real_price_metals,steel,50.5,index_1900=100,jacks2019,observed
1883,real_price_metals,steel,51.54,index_1900=100,jacks2019,observed
1884,real_price_metals,steel,52.63,index_1900=100,jacks2019,observed
1885,real_price_metals,steel,53.14,index_1900=100,jacks2019,observed
1886,real_price_metals,steel,58.96,index_1900=100,jacks2019,observed
1887,real_price_metals,steel,59.62,index_1900=100,jacks2019,observed
1888,real_price_metals,steel,63.98,index_1900=100,jacks2019,observed
1889,real_price_metals,steel,66.13,index_1900=100,jacks2019,observed
1890,real_price_metals,steel,66.88,index_1900=100,jacks2019,observed
1891,real_price_metals,steel,66.88,index_1900=100,jacks2019,observed
1892,real_price_metals,steel,62.81,index_1900=100,jacks2019,observed
1893,real_price_metals,steel,63.53,index_1900=100,jacks2019,observed
1894,real_price_metals,steel,66.42,index_1900=100,jacks2019,observed
1895,real_price_metals,steel,68.05,index_1900=100,jacks2019,observed
1896,real_price_metals,steel,68.05,index_1900=100,jacks2019,observed
1897,real_price_metals,steel,62.26,index_1900=100,jacks2019,observed
1898,real_price_metals,steel,59.74,index_1900=100,jacks2019,observed
1899,real_price_metals,steel,122.62,index_1900=100,jacks2019,observed
1900,real_price_metals,steel,100.0,index_1900=100,jacks2019,observed
1901,real_price_metals,steel,88.36,index_1900=100,jacks2019,observed
1902,real_price_metals,steel,95.78,index_1900=100,jacks2019,observed
1903,real_price_metals,steel,92.46,index_1900=100,jacks2019,observed
1904,real_price_metals,steel,77.92,index_1900=100,jacks2019,observed
1905,real_price_metals,steel,87.72,index_1900=100,jacks2019,observed
1906,real_price_metals,steel,87.55,index_1900=100,jacks2019,observed
1907,real_price_metals,steel,88.8,index_1900=100,jacks2019,observed
1908,real_price_metals,steel,83.89,index_1900=100,jacks2019,observed
1909,real_price_metals,steel,75.09,index_1900=100,jacks2019,observed
1910,real_price_metals,steel,78.5,index_1900=100,jacks2019,observed
1911,real_price_metals,steel,69.17,index_1900=100,jacks2019,observed
1912,real_price_metals,steel,67.23,index_1900=100,jacks2019,observed
1913,real_price_metals,steel,72.68,index_1900=100,jacks2019,observed
1914,real_price_metals,steel,60.0,index_1900=100,jacks2019,observed
1915,real_price_metals,steel,68.0,index_1900=100,jacks2019,observed
1916,real_price_metals,steel,117.84,index_1900=100,jacks2019,observed
1917,real_price_metals,steel,137.64,index_1900=100,jacks2019,observed
1918,real_price_metals,steel,97.02,index_1900=100,jacks2019,observed
1919,real_price_metals,steel,71.02,index_1900=100,jacks2019,observed
1920,real_price_metals,steel,75.43,index_1900=100,jacks2019,observed
1921,real_price_metals,steel,53.38,index_1900=100,jacks2019,observed
1922,real_price_metals,steel,51.25,index_1900=100,jacks2019,observed
1923,real_price_metals,steel,69.01,index_1900=100,jacks2019,observed
1924,real_price_metals,steel,65.05,index_1900=100,jacks2019,observed
1925,real_price_metals,steel,58.84,index_1900=100,jacks2019,observed
1926,real_price_metals,steel,56.84,index_1900=100,jacks2019,observed
1927,real_price_metals,steel,53.56,index_1900=100,jacks2019,observed
1928,real_price_metals,steel,55.19,index_1900=100,jacks2019,observed
1929,real_price_metals,steel,56.67,index_1900=100,jacks2019,observed
1930,real_price_metals,steel,52.38,index_1900=100,jacks2019,observed
1931,real_price_metals,steel,54.11,index_1900=100,jacks2019,observed
1932,real_price_metals,steel,58.48,index_1900=100,jacks2019,observed
1933,real_price_metals,steel,63.98,index_1900=100,jacks2019,observed
1934,real_price_metals,steel,68.34,index_1900=100,jacks2019,observed
1935,real_price_metals,steel,66.28,index_1900=100,jacks2019,observed
1936,real_price_metals,steel,70.04,index_1900=100,jacks2019,observed
1937,real_price_metals,steel,84.5,index_1900=100,jacks2019,observed
1938,real_price_metals,steel,84.32,index_1900=100,jacks2019,observed
1939,real_price_metals,steel,79.72,index_1900=100,jacks2019,observed
1940,real_price_metals,steel,77.48,index_1900=100,jacks2019,observed
1941,real_price_metals,steel,73.8,index_1900=100,jacks2019,observed
1942,real_price_metals,steel,66.69,index_1900=100,jacks2019,observed
1943,real_price_metals,steel,62.83,index_1900=100,jacks2019,observed
1944,real_price_metals,steel,61.76,index_1900=100,jacks2019,observed
1945,real_price_metals,steel,62.08,index_1900=100,jacks2019,observed
1946,real_price_metals,steel,63.91,index_1900=100,jacks2019,observed
1947,real_price_metals,steel,61.56,index_1900=100,jacks2019,observed
1948,real_price_metals,steel,64.88,index_1900=100,jacks2019,observed
1949,real_price_metals,steel,71.02,index_1900=100,jacks2019,observed
1950,real_price_metals,steel,72.86,index_1900=100,jacks2019,observed
1951,real_price_metals,steel,72.0,index_1900=100,jacks2019,observed
1952,real_price_metals,steel,71.98,index_1900=100,jacks2019,observed
1953,real_price_metals,steel,76.55,index_1900=100,jacks2019,observed
1954,real_price_metals,steel,79.37,index_1900=100,jacks2019,observed
1955,real_price_metals,steel,84.39,index_1900=100,jacks2019,observed
1956,real_price_metals,steel,89.47,index_1900=100,jacks2019,observed
1957,real_price_metals,steel,94.29,index_1900=100,jacks2019,observed
1958,real_price_metals,steel,93.53,index_1900=100,jacks2019,observed
1959,real_price_metals,steel,98.48,index_1900=100,jacks2019,observed
1960,real_price_metals,steel,96.95,index_1900=100,jacks2019,observed
1961,real_price_metals,steel,95.98,index_1900=100,jacks2019,observed
1962,real_price_metals,steel,94.9,index_1900=100,jacks2019,observed
1963,real_price_metals,steel,94.78,index_1900=100,jacks2019,observed
1964,real_price_metals,steel,96.62,index_1900=100,jacks2019,observed
1965,real_price_metals,steel,95.0,index_1900=100,jacks2019,observed
1966,real_price_metals,steel,91.74,index_1900=100,jacks2019,observed
1967,real_price_metals,steel,89.61,index_1900=100,jacks2019,observed
1968,real_price_metals,steel,89.2,index_1900=100,jacks2019,observed
1969,real_price_metals,steel,90.45,index_1900=100,jacks2019,observed
1970,real_price_metals,steel,90.86,index_1900=100,jacks2019,observed
1971,real_price_metals,steel,98.47,index_1900=100,jacks2019,observed
1972,real_price_metals,steel,86.14,index_1900=100,jacks2019,observed
1973,real_price_metals,steel,95.32,index_1900=100,jacks2019,observed
1974,real_price_metals,steel,110.49,index_1900=100,jacks2019,observed
1975,real_price_metals,steel,107.33,index_1900=100,jacks2019,observed
1976,real_price_metals,steel,100.51,index_1900=100,jacks2019,observed
1977,real_price_metals,steel,105.77,index_1900=100,jacks2019,observed
1978,real_price_metals,steel,108.61,index_1900=100,jacks2019,observed
1979,real_price_metals,steel,97.61,index_1900=100,jacks2019,observed
1980,real_price_metals,steel,99.42,index_1900=100,jacks2019,observed
1981,real_price_metals,steel,94.25,index_1900=100,jacks2019,observed
1982,real_price_metals,steel,90.27,index_1900=100,jacks2019,observed
1983,real_price_metals,steel,102.79,index_1900=100,jacks2019,observed
1984,real_price_metals,steel,107.44,index_1900=100,jacks2019,observed
1985,real_price_metals,steel,113.24,index_1900=100,jacks2019,observed
1986,real_price_metals,steel,111.17,index_1900=100,jacks2019,observed
1987,real_price_metals,steel,76.19,index_1900=100,jacks2019,observed
1988,real_price_metals,steel,73.72,index_1900=100,jacks2019,observed
1989,real_price_metals,steel,79.92,index_1900=100,jacks2019,observed
1990,real_price_metals,steel,79.03,index_1900=100,jacks2019,observed
1991,real_price_metals,steel,76.47,index_1900=100,jacks2019,observed
1992,real_price_metals,steel,62.99,index_1900=100,jacks2019,observed
1993,real_price_metals,steel,64.52,index_1900=100,jacks2019,observed
1994,real_price_metals,steel,64.65,index_1900=100,jacks2019,observed
1995,real_price_metals,steel,62.87,index_1900=100,jacks2019,observed
1996,real_price_metals,steel,61.06,index_1900=100,jacks2019,observed
1997,real_price_metals,steel,62.21,index_1900=100,jacks2019,observed
1998,real_price_metals,steel,58.16,index_1900=100,jacks2019,observed
1999,real_price_metals,steel,49.6,index_1900=100,jacks2019,observed
2000,real_price_metals,steel,58.34,index_1900=100,jacks2019,observed
2001,real_price_metals,steel,41.52,index_1900=100,jacks2019,observed
2002,real_price_metals,steel,46.56,index_1900=100,jacks2019,observed
2003,real_price_metals,steel,59.1,index_1900=100,jacks2019,observed
2004,real_price_metals,steel,90.33,index_1900=100,jacks2019,observed
2005,real_price_metals,steel,110.12,index_1900=100,jacks2019,observed
2006,real_price_metals,steel,101.06,index_1900=100,jacks2019,observed
2007,real_price_metals,steel,90.08,index_1900=100,jacks2019,observed
2008,real_price_metals,steel,139.32,index_1900=100,jacks2019,observed
2009,real_price_metals,steel,108.16,index_1900=100,jacks2019,observed
2010,real_price_metals,steel,111.44,index_1900=100,jacks2019,observed
2011,real_price_metals,steel,119.51,index_1900=100,jacks2019,observed
2012,real_price_metals,steel,112.0,index_1900=100,jacks2019,observed
2013,real_price_metals,steel,103.36,index_1900=100,jacks2019,observed
2014,real_price_metals,steel,105.28,index_1900=100,jacks2019,observed
2015,real_price_metals,steel,94.15,index_1900=100,jacks2019,observed
2016,real_price_metals,steel,82.61,index_1900=100,jacks2019,observed
2017,real_price_metals,steel,87.85,index_1900=100,jacks2019,observed
2018,real_price_metals,steel,98.78,index_1900=100,jacks2019,observed
2019,real_price_metals,steel,96.71,index_1900=100,jacks2019,observed
2020,real_price_metals,steel,87.06,index_1900=100,jacks2019,observed
2021,real_price_metals,steel,114.62,index_1900=100,jacks2019,observed
2022,real_price_metals,steel,132.94,index_1900=100,jacks2019,observed
2023,real_price_metals,steel,116.25,index_1900=100,jacks2019,observed
2024,real_price_metals,steel,105.66,index_1900=100,jacks2019,observed
2025,real_price_metals,steel,100.44,index_1900=100,jacks2019,observed
1850,real_price_metals,tin,61.75,index_1900=100,jacks2019,observed
1851,real_price_metals,tin,66.32,index_1900=100,jacks2019,observed
1852,real_price_metals,tin,68.01,index_1900=100,jacks2019,observed
1853,real_price_metals,tin,90.42,index_1900=100,jacks2019,observed
1854,real_price_metals,tin,85.41,index_1900=100,jacks2019,observed
1855,real_price_metals,tin,82.25,index_1900=100,jacks2019,observed
1856,real_price_metals,tin,96.97,index_1900=100,jacks2019,observed
1857,real_price_metals,tin,94.93,index_1900=100,jacks2019,observed
1858,real_price_metals,tin,87.87,index_1900=100,jacks2019,observed
1859,real_price_metals,tin,99.64,index_1900=100,jacks2019,observed
1860,real_price_metals,tin,97.41,index_1900=100,jacks2019,observed
1861,real_price_metals,tin,83.51,index_1900=100,jacks2019,observed
1862,real_price_metals,tin,71.3,index_1900=100,jacks2019,observed
1863,real_price_metals,tin,59.1,index_1900=100,jacks2019,observed
1864,real_price_metals,tin,40.93,index_1900=100,jacks2019,observed
1865,real_price_metals,tin,34.54,index_1900=100,jacks2019,observed
1866,real_price_metals,tin,31.93,index_1900=100,jacks2019,observed
1867,real_price_metals,tin,36.36,index_1900=100,jacks2019,observed
1868,real_price_metals,tin,41.32,index_1900=100,jacks2019,observed
1869,real_price_metals,tin,57.17,index_1900=100,jacks2019,observed
1870,real_price_metals,tin,59.22,index_1900=100,jacks2019,observed
1871,real_price_metals,tin,67.83,index_1900=100,jacks2019,observed
1872,real_price_metals,tin,73.9,index_1900=100,jacks2019,observed
1873,real_price_metals,tin,68.2,index_1900=100,jacks2019,observed
1874,real_price_metals,tin,53.2,index_1900=100,jacks2019,observed
1875,real_price_metals,tin,47.32,index_1900=100,jacks2019,observed
1876,real_price_metals,tin,42.69,index_1900=100,jacks2019,observed
1877,real_price_metals,tin,40.15,index_1900=100,jacks2019,observed
1878,real_price_metals,tin,37.81,index_1900=100,jacks2019,observed
1879,real_price_metals,tin,45.24,index_1900=100,jacks2019,observed
1880,real_price_metals,tin,53.22,index_1900=100,jacks2019,observed
1881,real_price_metals,tin,56.24,index_1900=100,jacks2019,observed
1882,real_price_metals,tin,61.69,index_1900=100,jacks2019,observed
1883,real_price_metals,tin,57.4,index_1900=100,jacks2019,observed
1884,real_price_metals,tin,51.05,index_1900=100,jacks2019,observed
1885,real_price_metals,tin,55.95,index_1900=100,jacks2019,observed
1886,real_price_metals,tin,64.4,index_1900=100,jacks2019,observed
1887,real_price_metals,tin,72.8,index_1900=100,jacks2019,observed
1888,real_price_metals,tin,76.05,index_1900=100,jacks2019,observed
1889,real_price_metals,tin,62.49,index_1900=100,jacks2019,observed
1890,real_price_metals,tin,63.87,index_1900=100,jacks2019,observed
1891,real_price_metals,tin,61.84,index_1900=100,jacks2019,observed
1892,real_price_metals,tin,63.19,index_1900=100,jacks2019,observed
1893,real_price_metals,tin,55.33,index_1900=100,jacks2019,observed
1894,real_price_metals,tin,48.87,index_1900=100,jacks2019,observed
1895,real_price_metals,tin,46.39,index_1900=100,jacks2019,observed
1896,real_price_metals,tin,44.18,index_1900=100,jacks2019,observed
1897,real_price_metals,tin,46.22,index_1900=100,jacks2019,observed
1898,real_price_metals,tin,53.67,index_1900=100,jacks2019,observed
1899,real_price_metals,tin,91.69,index_1900=100,jacks2019,observed
1900,real_price_metals,tin,100.0,index_1900=100,jacks2019,observed
1901,real_price_metals,tin,82.25,index_1900=100,jacks2019,observed
1902,real_price_metals,tin,87.45,index_1900=100,jacks2019,observed
1903,real_price_metals,tin,89.66,index_1900=100,jacks2019,observed
1904,real_price_metals,tin,88.3,index_1900=100,jacks2019,observed
1905,real_price_metals,tin,100.1,index_1900=100,jacks2019,observed
1906,real_price_metals,tin,124.34,index_1900=100,jacks2019,observed
1907,real_price_metals,tin,114.08,index_1900=100,jacks2019,observed
1908,real_price_metals,tin,89.92,index_1900=100,jacks2019,observed
1909,real_price_metals,tin,91.75,index_1900=100,jacks2019,observed
1910,real_price_metals,tin,100.86,index_1900=100,jacks2019,observed
1911,real_price_metals,tin,124.99,index_1900=100,jacks2019,observed
1912,real_price_metals,tin,133.53,index_1900=100,jacks2019,observed
1913,real_price_metals,tin,125.5,index_1900=100,jacks2019,observed
1914,real_price_metals,tin,96.38,index_1900=100,jacks2019,observed
1915,real_price_metals,tin,107.88,index_1900=100,jacks2019,observed
1916,real_price_metals,tin,111.27,index_1900=100,jacks2019,observed
1917,real_price_metals,tin,131.25,index_1900=100,jacks2019,observed
1918,real_price_metals,tin,160.44,index_1900=100,jacks2019,observed
1919,real_price_metals,tin,99.67,index_1900=100,jacks2019,observed
1920,real_price_metals,tin,65.58,index_1900=100,jacks2019,observed
1921,real_price_metals,tin,45.51,index_1900=100,jacks2019,observed
1922,real_price_metals,tin,52.84,index_1900=100,jacks2019,observed
1923,real_price_metals,tin,68.05,index_1900=100,jacks2019,observed
1924,real_price_metals,tin,79.9,index_1900=100,jacks2019,observed
1925,real_price_metals,tin,89.92,index_1900=100,jacks2019,observed
1926,real_price_metals,tin,100.42,index_1900=100,jacks2019,observed
1927,real_price_metals,tin,100.86,index_1900=100,jacks2019,observed
1928,real_price_metals,tin,80.16,index_1900=100,jacks2019,observed
1929,real_price_metals,tin,71.78,index_1900=100,jacks2019,observed
1930,real_price_metals,tin,51.67,index_1900=100,jacks2019,observed
1931,real_price_metals,tin,43.74,index_1900=100,jacks2019,observed
1932,real_price_metals,tin,43.89,index_1900=100,jacks2019,observed
1933,real_price_metals,tin,82.16,index_1900=100,jacks2019,observed
1934,real_price_metals,tin,106.12,index_1900=100,jacks2019,observed
1935,real_price_metals,tin,99.98,index_1900=100,jacks2019,observed
1936,real_price_metals,tin,91.23,index_1900=100,jacks2019,observed
1937,real_price_metals,tin,103.03,index_1900=100,jacks2019,observed
1938,real_price_metals,tin,81.74,index_1900=100,jacks2019,observed
1939,real_price_metals,tin,98.63,index_1900=100,jacks2019,observed
1940,real_price_metals,tin,96.7,index_1900=100,jacks2019,observed
1941,real_price_metals,tin,96.15,index_1900=100,jacks2019,observed
1942,real_price_metals,tin,86.86,index_1900=100,jacks2019,observed
1943,real_price_metals,tin,81.84,index_1900=100,jacks2019,observed
1944,real_price_metals,tin,80.44,index_1900=100,jacks2019,observed
1945,real_price_metals,tin,78.66,index_1900=100,jacks2019,observed
1946,real_price_metals,tin,76.0,index_1900=100,jacks2019,observed
1947,real_price_metals,tin,95.0,index_1900=100,jacks2019,observed
1948,real_price_metals,tin,112.22,index_1900=100,jacks2019,observed
1949,real_price_metals,tin,113.41,index_1900=100,jacks2019,observed
1950,real_price_metals,tin,108.02,index_1900=100,jacks2019,observed
1951,real_price_metals,tin,133.18,index_1900=100,jacks2019,observed
1952,real_price_metals,tin,123.54,index_1900=100,jacks2019,observed
1953,real_price_metals,tin,97.55,index_1900=100,jacks2019,observed
1954,real_price_metals,tin,93.02,index_1900=100,jacks2019,observed
1955,real_price_metals,tin,96.32,index_1900=100,jacks2019,observed
1956,real_price_metals,tin,101.59,index_1900=100,jacks2019,observed
1957,real_price_metals,tin,93.1,index_1900=100,jacks2019,observed
1958,real_price_metals,tin,89.56,index_1900=100,jacks2019,observed
1959,real_price_metals,tin,95.28,index_1900=100,jacks2019,observed
1960,real_price_metals,tin,93.24,index_1900=100,jacks2019,observed
1961,real_price_metals,tin,103.11,index_1900=100,jacks2019,observed
1962,real_price_metals,tin,103.15,index_1900=100,jacks2019,observed
1963,real_price_metals,tin,103.72,index_1900=100,jacks2019,observed
1964,real_price_metals,tin,138.28,index_1900=100,jacks2019,observed
1965,real_price_metals,tin,153.73,index_1900=100,jacks2019,observed
1966,real_price_metals,tin,137.62,index_1900=100,jacks2019,observed
1967,real_price_metals,tin,125.07,index_1900=100,jacks2019,observed
1968,real_price_metals,tin,115.91,index_1900=100,jacks2019,observed
1969,real_price_metals,tin,122.14,index_1900=100,jacks2019,observed
1970,real_price_metals,tin,122.12,index_1900=100,jacks2019,observed
1971,real_price_metals,tin,112.47,index_1900=100,jacks2019,observed
1972,real_price_metals,tin,115.46,index_1900=100,jacks2019,observed
1973,real_price_metals,tin,139.36,index_1900=100,jacks2019,observed
1974,real_price_metals,tin,218.71,index_1900=100,jacks2019,observed
1975,real_price_metals,tin,171.85,index_1900=100,jacks2019,observed
1976,real_price_metals,tin,181.62,index_1900=100,jacks2019,observed
1977,real_price_metals,tin,240.15,index_1900=100,jacks2019,observed
1978,real_price_metals,tin,262.83,index_1900=100,jacks2019,observed
1979,real_price_metals,tin,267.21,index_1900=100,jacks2019,observed
1980,real_price_metals,tin,279.6,index_1900=100,jacks2019,observed
1981,real_price_metals,tin,213.93,index_1900=100,jacks2019,observed
1982,real_price_metals,tin,182.53,index_1900=100,jacks2019,observed
1983,real_price_metals,tin,179.02,index_1900=100,jacks2019,observed
1984,real_price_metals,tin,161.61,index_1900=100,jacks2019,observed
1985,real_price_metals,tin,147.23,index_1900=100,jacks2019,observed
1986,real_price_metals,tin,77.18,index_1900=100,jacks2019,observed
1987,real_price_metals,tin,80.85,index_1900=100,jacks2019,observed
1988,real_price_metals,tin,81.83,index_1900=100,jacks2019,observed
1989,real_price_metals,tin,94.49,index_1900=100,jacks2019,observed
1990,real_price_metals,tin,63.92,index_1900=100,jacks2019,observed
1991,real_price_metals,tin,56.41,index_1900=100,jacks2019,observed
1992,real_price_metals,tin,59.73,index_1900=100,jacks2019,observed
1993,real_price_metals,tin,49.1,index_1900=100,jacks2019,observed
1994,real_price_metals,tin,50.58,index_1900=100,jacks2019,observed
1995,real_price_metals,tin,55.83,index_1900=100,jacks2019,observed
1996,real_price_metals,tin,53.89,index_1900=100,jacks2019,observed
1997,real_price_metals,tin,48.25,index_1900=100,jacks2019,observed
1998,real_price_metals,tin,46.63,index_1900=100,jacks2019,observed
1999,real_price_metals,tin,44.43,index_1900=100,jacks2019,observed
2000,real_price_metals,tin,43.34,index_1900=100,jacks2019,observed
2001,real_price_metals,tin,34.8,index_1900=100,jacks2019,observed
2002,real_price_metals,tin,30.99,index_1900=100,jacks2019,observed
2003,real_price_metals,tin,36.48,index_1900=100,jacks2019,observed
2004,real_price_metals,tin,61.64,index_1900=100,jacks2019,observed
2005,real_price_metals,tin,51.92,index_1900=100,jacks2019,observed
2006,real_price_metals,tin,59.62,index_1900=100,jacks2019,observed
2007,real_price_metals,tin,95.98,index_1900=100,jacks2019,observed
2008,real_price_metals,tin,117.75,index_1900=100,jacks2019,observed
2009,real_price_metals,tin,87.05,index_1900=100,jacks2019,observed
2010,real_price_metals,tin,128.23,index_1900=100,jacks2019,observed
2011,real_price_metals,tin,159.0,index_1900=100,jacks2019,observed
2012,real_price_metals,tin,126.23,index_1900=100,jacks2019,observed
2013,real_price_metals,tin,131.31,index_1900=100,jacks2019,observed
2014,real_price_metals,tin,127.0,index_1900=100,jacks2019,observed
2015,real_price_metals,tin,93.06,index_1900=100,jacks2019,observed
2016,real_price_metals,tin,102.59,index_1900=100,jacks2019,observed
2017,real_price_metals,tin,112.36,index_1900=100,jacks2019,observed
2018,real_price_metals,tin,110.14,index_1900=100,jacks2019,observed
2019,real_price_metals,tin,100.21,index_1900=100,jacks2019,observed
2020,real_price_metals,tin,90.84,index_1900=100,jacks2019,observed
2021,real_price_metals,tin,164.09,index_1900=100,jacks2019,observed
2022,real_price_metals,tin,147.23,index_1900=100,jacks2019,observed
2023,real_price_metals,tin,116.75,index_1900=100,jacks2019,observed
2024,real_price_metals,tin,131.56,index_1900=100,jacks2019,observed
2025,real_price_metals,tin,145.24,index_1900=100,jacks2019,observed
1850,real_price_metals,zinc,86.29,index_1900=100,jacks2019,observed
1851,real_price_metals,zinc,83.36,index_1900=100,jacks2019,observed
1852,real_price_metals,zinc,94.93,index_1900=100,jacks2019,observed
1853,real_price_metals,zinc,153.49,index_1900=100,jacks2019,observed
1854,real_price_metals,zinc,163.24,index_1900=100,jacks2019,observed
1855,real_price_metals,zinc,130.28,index_1900=100,jacks2019,observed
1856,real_price_metals,zinc,143.94,index_1900=100,jacks2019,observed
1857,real_price_metals,zinc,170.08,index_1900=100,jacks2019,observed
1858,real_price_metals,zinc,154.82,index_1900=100,jacks2019,observed
1859,real_price_metals,zinc,124.34,index_1900=100,jacks2019,observed
1860,real_price_metals,zinc,119.71,index_1900=100,jacks2019,observed
1861,real_price_metals,zinc,99.65,index_1900=100,jacks2019,observed
1862,real_price_metals,zinc,101.07,index_1900=100,jacks2019,observed
1863,real_price_metals,zinc,123.6,index_1900=100,jacks2019,observed
1864,real_price_metals,zinc,161.63,index_1900=100,jacks2019,observed
1865,real_price_metals,zinc,126.35,index_1900=100,jacks2019,observed
1866,real_price_metals,zinc,134.85,index_1900=100,jacks2019,observed
1867,real_price_metals,zinc,126.89,index_1900=100,jacks2019,observed
1868,real_price_metals,zinc,132.86,index_1900=100,jacks2019,observed
1869,real_price_metals,zinc,144.81,index_1900=100,jacks2019,observed
1870,real_price_metals,zinc,131.01,index_1900=100,jacks2019,observed
1871,real_price_metals,zinc,116.33,index_1900=100,jacks2019,observed
1872,real_price_metals,zinc,117.27,index_1900=100,jacks2019,observed
1873,real_price_metals,zinc,139.49,index_1900=100,jacks2019,observed
1874,real_price_metals,zinc,123.06,index_1900=100,jacks2019,observed
1875,real_price_metals,zinc,122.81,index_1900=100,jacks2019,observed
1876,real_price_metals,zinc,130.2,index_1900=100,jacks2019,observed
1877,real_price_metals,zinc,110.89,index_1900=100,jacks2019,observed
1878,real_price_metals,zinc,94.2,index_1900=100,jacks2019,observed
1879,real_price_metals,zinc,97.22,index_1900=100,jacks2019,observed
1880,real_price_metals,zinc,103.81,index_1900=100,jacks2019,observed
1881,real_price_metals,zinc,98.76,index_1900=100,jacks2019,observed
1882,real_price_metals,zinc,100.28,index_1900=100,jacks2019,observed
1883,real_price_metals,zinc,86.39,index_1900=100,jacks2019,observed
1884,real_price_metals,zinc,87.07,index_1900=100,jacks2019,observed
1885,real_price_metals,zinc,87.02,index_1900=100,jacks2019,observed
1886,real_price_metals,zinc,90.04,index_1900=100,jacks2019,observed
1887,real_price_metals,zinc,93.55,index_1900=100,jacks2019,observed
1888,real_price_metals,zinc,99.57,index_1900=100,jacks2019,observed
1889,real_price_metals,zinc,105.12,index_1900=100,jacks2019,observed
1890,real_price_metals,zinc,117.47,index_1900=100,jacks2019,observed
1891,real_price_metals,zinc,106.24,index_1900=100,jacks2019,observed
1892,real_price_metals,zinc,98.14,index_1900=100,jacks2019,observed
1893,real_price_metals,zinc,87.32,index_1900=100,jacks2019,observed
1894,real_price_metals,zinc,78.84,index_1900=100,jacks2019,observed
1895,real_price_metals,zinc,83.11,index_1900=100,jacks2019,observed
1896,real_price_metals,zinc,90.43,index_1900=100,jacks2019,observed
1897,real_price_metals,zinc,95.65,index_1900=100,jacks2019,observed
1898,real_price_metals,zinc,106.06,index_1900=100,jacks2019,observed
1899,real_price_metals,zinc,133.57,index_1900=100,jacks2019,observed
1900,real_price_metals,zinc,100.0,index_1900=100,jacks2019,observed
1901,real_price_metals,zinc,91.59,index_1900=100,jacks2019,observed
1902,real_price_metals,zinc,107.61,index_1900=100,jacks2019,observed
1903,real_price_metals,zinc,112.74,index_1900=100,jacks2019,observed
1904,real_price_metals,zinc,105.92,index_1900=100,jacks2019,observed
1905,real_price_metals,zinc,124.55,index_1900=100,jacks2019,observed
1906,real_price_metals,zinc,128.64,index_1900=100,jacks2019,observed
1907,real_price_metals,zinc,118.25,index_1900=100,jacks2019,observed
1908,real_price_metals,zinc,95.2,index_1900=100,jacks2019,observed
1909,real_price_metals,zinc,112.47,index_1900=100,jacks2019,observed
1910,real_price_metals,zinc,94.33,index_1900=100,jacks2019,observed
1911,real_price_metals,zinc,106.05,index_1900=100,jacks2019,observed
